"EmployeeID","CurrentRole","Python","Machine Learning","Java","SQL","JavaScript","Project Management","Communication","UI/UX Design"
"48","UX Designer","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"49","Product Manager","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE"
"50","Data Scientist","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"51","Product Manager","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE"
"52","Product Manager","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"53","UX Designer","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE"
"54","Sales Representative","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE"
"55","Data Scientist","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"56","Data Scientist","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE"
"57","Product Manager","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE"
"58","Sales Representative","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE"
"59","Sales Representative","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE"
"60","UX Designer","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE"
"61","UX Designer","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE"
"62","Software Engineer","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"63","UX Designer","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE"
"64","Sales Representative","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE"
"65","UX Designer","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE"
"66","Product Manager","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE"
"67","Product Manager","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE"
"68","Product Manager","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE"
"69","Data Scientist","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE"
"70","Software Engineer","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE"
"71","Data Scientist","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE"
"72","Sales Representative","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE"
"73","Product Manager","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE"
"74","Data Scientist","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE"
"75","Data Scientist","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE"
"76","Data Scientist","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE"
"77","Product Manager","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE"
"78","Product Manager","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"79","Product Manager","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE"
"80","Software Engineer","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE"
"81","Software Engineer","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE"
"82","Sales Representative","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE"
"83","Software Engineer","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE"
"84","UX Designer","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"
"85","Data Scientist","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE"
"86","UX Designer","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE"
"87","Sales Representative","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE"
"88","UX Designer","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE"
"89","UX Designer","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE"
"90","Sales Representative","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE"
"91","Sales Representative","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE"
"92","Software Engineer","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"93","Product Manager","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE"
"94","Sales Representative","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE"
"95","Software Engineer","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"96","Sales Representative","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE"
"97","Product Manager","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE"
"98","UX Designer","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE"
"99","Product Manager","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE"
"100","Product Manager","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"101","Product Manager","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE"
"102","Data Scientist","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE"
"103","Product Manager","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE"
"104","UX Designer","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE"
"105","UX Designer","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE"
"106","Product Manager","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE"
"107","UX Designer","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"108","Data Scientist","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"109","Data Scientist","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"110","Data Scientist","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"111","Product Manager","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE"
"112","UX Designer","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE"
"113","Software Engineer","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"114","Sales Representative","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE"
"115","Software Engineer","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE"
"116","Sales Representative","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE"
"117","Product Manager","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE"
"118","Sales Representative","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE"
"119","Product Manager","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE"
"120","Software Engineer","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE"
"121","Data Scientist","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE"
"122","Product Manager","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE"
"123","UX Designer","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE"
"124","Software Engineer","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"125","Sales Representative","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE"
"126","Sales Representative","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE"
"127","Sales Representative","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE"
"128","Product Manager","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE"
"129","Data Scientist","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE"
"130","Sales Representative","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"131","Sales Representative","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"132","UX Designer","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE"
"133","UX Designer","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE"
"134","Software Engineer","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE"
"135","Software Engineer","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE"
"136","Product Manager","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE"
"137","Software Engineer","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE"
"138","Data Scientist","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"139","Sales Representative","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE"
"140","Product Manager","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE"
"141","UX Designer","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE"
"142","UX Designer","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE"
"143","UX Designer","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE"
"144","UX Designer","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE"
"145","Sales Representative","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"146","UX Designer","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"147","UX Designer","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE"
"148","Software Engineer","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE"
"149","Sales Representative","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE"
"150","Data Scientist","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE"
"151","Data Scientist","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE"
"152","UX Designer","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"153","Sales Representative","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE"
"154","Sales Representative","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE"
"155","UX Designer","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE"
"156","Sales Representative","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE"
"157","Product Manager","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE"
"158","Software Engineer","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE"
"159","Product Manager","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE"
"160","Software Engineer","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE"
"161","Product Manager","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE"
"162","Data Scientist","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE"
"163","UX Designer","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE"
"164","Sales Representative","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE"
"165","Software Engineer","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE"
"166","UX Designer","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE"
"167","UX Designer","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE"
"168","Sales Representative","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE"
"169","UX Designer","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE"
"170","UX Designer","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE"
"171","Sales Representative","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"172","UX Designer","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE"
"173","UX Designer","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE"
"174","Sales Representative","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE"
"175","Sales Representative","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE"
"176","Sales Representative","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE"
"177","Software Engineer","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE"
"178","UX Designer","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"179","UX Designer","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"180","Product Manager","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"181","Data Scientist","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE"
"182","Software Engineer","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE"
"183","Software Engineer","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE"
"184","Software Engineer","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE"
"185","Product Manager","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"
"186","Sales Representative","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"
"187","Data Scientist","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"188","Software Engineer","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE"
"189","UX Designer","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE"
"190","Product Manager","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE"
"191","UX Designer","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE"
"192","UX Designer","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE"
"193","Data Scientist","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE"
"194","Product Manager","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE"
"195","Software Engineer","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE"
"196","UX Designer","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE"
"197","Sales Representative","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE"
"198","Data Scientist","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE"
"199","Product Manager","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"200","Sales Representative","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE"
"201","Data Scientist","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE"
"202","UX Designer","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE"
"203","Sales Representative","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE"
"204","UX Designer","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE"
"205","Product Manager","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE"
"206","Product Manager","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE"
"207","UX Designer","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE"
"208","Software Engineer","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE"
"209","UX Designer","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE"
"210","Sales Representative","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE"
"211","UX Designer","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE"
"212","UX Designer","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE"
"213","UX Designer","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE"
"214","Product Manager","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE"
"215","UX Designer","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE"
"216","Sales Representative","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"217","Software Engineer","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE"
"218","Product Manager","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE"
"219","Sales Representative","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","FALSE"
"220","UX Designer","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE"
"221","Software Engineer","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE"
"222","UX Designer","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE","FALSE","FALSE"
"223","Software Engineer","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"224","Software Engineer","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE"
"225","Product Manager","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","FALSE"
"226","Product Manager","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE"
"227","Software Engineer","TRUE","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE"
"228","Software Engineer","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE"
"229","Sales Representative","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE"
"230","Product Manager","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE"
"231","Software Engineer","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE"
"232","Product Manager","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE"
"233","Product Manager","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE"
"234","Software Engineer","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"235","Sales Representative","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE"
"236","Product Manager","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE"
"237","Data Scientist","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","FALSE"
"238","Sales Representative","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE"
"239","Product Manager","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE"
"240","Sales Representative","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE"
"241","Software Engineer","FALSE","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE","FALSE"
"242","Data Scientist","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE"
"243","Product Manager","FALSE","FALSE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE"
"244","Sales Representative","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE"
"245","Data Scientist","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","TRUE"
"246","Data Scientist","TRUE","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE"
"247","Product Manager","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE"
"248","Product Manager","TRUE","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE"
"249","Software Engineer","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE"
"250","Sales Representative","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE"
"251","Data Scientist","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE"
"252","Data Scientist","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE"
"253","Product Manager","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE"
"254","UX Designer","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE"
"255","Sales Representative","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE"
"256","Software Engineer","TRUE","TRUE","TRUE","FALSE","FALSE","TRUE","FALSE","TRUE"
"257","Software Engineer","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE"
"258","Data Scientist","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE"
"259","Data Scientist","TRUE","FALSE","FALSE","TRUE","FALSE","FALSE","TRUE","TRUE"
"260","Product Manager","FALSE","TRUE","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE"
"261","Product Manager","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"262","Software Engineer","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"263","Software Engineer","FALSE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE"
"264","Sales Representative","FALSE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","TRUE"
"265","Data Scientist","TRUE","TRUE","FALSE","FALSE","TRUE","TRUE","TRUE","FALSE"
"266","Product Manager","FALSE","FALSE","TRUE","TRUE","TRUE","TRUE","TRUE","TRUE"
"267","Product Manager","TRUE","FALSE","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE"
"268","Sales Representative","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE"
"269","Product Manager","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE"
"270","Data Scientist","TRUE","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE","TRUE"
"271","Data Scientist","FALSE","TRUE","FALSE","TRUE","TRUE","FALSE","FALSE","TRUE"
"272","Sales Representative","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE"
"273","Data Scientist","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE","TRUE","TRUE"
"274","Software Engineer","TRUE","TRUE","FALSE","TRUE","TRUE","FALSE","TRUE","TRUE"
